"","date","trial","channel","ind","stage","weight","ramp","logtime","ropt1","ropt2","tempcorr"
"17","2022-06-22",4,3,109,"Tritonymph",0.73,0.259586366648534,62.8,-0.026876704127,0.026876704127,43.9337580118827
"18","2022-06-22",4,4,245,"Male",0.963,0.259586366648534,64.6,-0.032067917032,0.032067917032,44.1447860666961
"19","2022-06-22",4,5,37,"Female",1.332,0.259586366648534,71.4,-0.030143006548,0.030143006548,45.9420689314632
"20","2022-06-22",4,10,213,"Deutonymph",0.241,0.259586366648534,101.8,-0.024169577328,0.024169577328,53.8970631889435
"21","2022-06-22",4,7,5,"Female",1.582,0.259586366648534,70.6,-0.032342980793,0.032342980793,45.9420689314632
"22","2022-06-22",4,8,194,"Male",0.999,0.259586366648534,67.6,-0.024466936724,0.024466936724,44.9621789715158
"23","2022-06-22",4,9,154,"Protonymph",0.109,0.259586366648534,98.8,-0.030054113338,0.030054113338,52.9109023694862
"24","2022-06-22",5,1,24,"Female",1.472,0.255547036297303,71.2,-0.026947945681,0.026947945681,45.7089565453321
"25","2022-06-22",5,2,253,"Male",0.9,0.255547036297303,65,-0.030597200777,0.030597200777,43.8208825407035
"26","2022-06-22",5,4,3,"Deutonymph",0.328,0.255547036297303,65.8,-0.033918685355,0.033918685355,43.8694135403892
"27","2022-06-22",5,5,290,"Protonymph",0.166,0.255547036297303,61,-0.020343894729,0.020343894729,42.754563777945
"28","2022-06-22",5,6,244,"Female",1.454,0.255547036297303,67.6,-0.044793526923,0.044793526923,44.7413356583391
"29","2022-06-22",5,7,257,"Male",0.946,0.255547036297303,69.2,-0.03166111464,0.03166111464,44.8400335341045
"30","2022-06-22",5,8,32,"Tritonymph",0.613,0.255547036297303,54.6,-0.02384659872,0.02384659872,40.7331658472133
"31","2022-06-22",5,10,324,"Protonymph",0.158,0.255547036297303,102.6,-0.027124867116,0.027124867116,53.4556492086556
"32","2022-06-22",6,1,288,"Deutonymph",0.257,0.246093925561829,105,-0.018507416511,0.018507416511,51.766334185886
"33","2022-06-22",6,2,30,"Female",1.583,0.246093925561829,70.2,-0.029345881382,0.029345881382,42.9369639958651
"34","2022-06-22",6,4,287,"Tritonymph",0.583,0.246093925561829,73.2,-0.027570418671,0.027570418671,43.6188518060566
"35","2022-06-22",6,5,218,"Tritonymph",0.715,0.246093925561829,80.6,-0.025136340325,0.025136340325,45.6748757871259
"36","2022-06-22",6,6,238,"Male",0.794,0.246093925561829,73.4,-0.024977847017,0.024977847017,43.6188518060566
"37","2022-06-22",6,7,165,"Protonymph",0.142,0.246093925561829,105,-0.021022027105,0.021022027105,51.766334185886
"38","2022-06-22",6,8,298,"Protonymph",0.201,0.246093925561829,70.6,-0.023319569469,0.023319569469,42.9448707317689
"39","2022-06-22",6,9,66,"Female",2.208,0.246093925561829,80.6,-0.029829500258,0.029829500258,45.6748757871259
"40","2022-06-22",7,2,216,"Male",1.126,0.257045700351432,57.4,-0.025486388438,0.025486388438,41.9865198110079
"41","2022-06-22",7,4,237,"Female",1.345,0.257045700351432,65.4,-0.03064145139,0.03064145139,43.9253059838476
"42","2022-06-22",7,5,175,"Protonymph",0.213,0.257045700351432,63.8,-0.025428702678,0.025428702678,43.5705934524365
"43","2022-06-22",7,6,246,"Female",1.937,0.257045700351432,69.4,-0.02859119363,0.02859119363,44.9294614436378
"44","2022-06-22",7,7,232,"Tritonymph",0.748,0.257045700351432,67,-0.0296177164,0.0296177164,43.9822890115685
"45","2022-06-22",7,8,269,"Tritonymph",0.622,0.257045700351432,69.6,-0.022296555464,0.022296555464,44.9294614436378
"46","2022-06-22",7,9,43,"Protonymph",0.139,0.257045700351432,95,-0.029705992186,0.029705992186,51.4064413792276
"47","2022-06-22",7,10,274,"Deutonymph",0.324,0.257045700351432,105,-0.025833077008,0.025833077008,53.8678900599189
"48","2022-06-23",8,1,301,"Protonymph",0.176,0.250920031202867,105,-0.019035310527,0.019035310527,53.1025725536384
"49","2022-06-23",8,2,107,"Male",0.648,0.250920031202867,65.8,-0.025364343527,0.025364343527,43.4179116556723
"50","2022-06-23",8,3,54,"Tritonymph",0.858,0.250920031202867,66.4,-0.039273220635,0.039273220635,43.8707767707175
"51","2022-06-23",8,5,85,"Female",1.863,0.250920031202867,65.2,-0.030534684399,0.030534684399,43.4020981838645
"52","2022-06-23",8,6,36,"Protonymph",0.146,0.250920031202867,105,-0.024405444373,0.024405444373,53.1025725536384
"53","2022-06-23",8,7,112,"Female",1.522,0.250920031202867,64.2,-0.035024146288,0.035024146288,43.3061267687556
"54","2022-06-23",8,8,138,"Deutonymph",0.329,0.250920031202867,63,-0.026898142927,0.026898142927,42.7793745699191
"55","2022-06-23",8,9,80,"Male",1.199,0.250920031202867,72.6,-0.028867032605,0.028867032605,45.3596969352341
"56","2022-06-23",8,10,345,"Tritonymph",0.863,0.250920031202867,105,-0.024005404293,0.024005404293,53.1025725536384
"57","2022-06-23",9,10,7,"Male",0.983,0.250936462245841,75.8,-0.032827961129,0.032827961129,45.8499145612734
"58","2022-06-23",9,1,242,"Female",1.775,0.250936462245841,71,-0.032150560191,0.032150560191,44.8967439157598
"59","2022-06-23",9,2,35,"Protonymph",0.185,0.250936462245841,43,-0.014897409012,0.014897409012,37.8352108154157
"60","2022-06-23",9,3,146,"Male",1.118,0.250936462245841,77.4,-0.028765391919,0.028765391919,46.7417398420157
"61","2022-06-23",9,4,153,"Tritonymph",0.551,0.250936462245841,73,-0.038178548108,0.038178548108,45.343338171295
"62","2022-06-23",9,5,334,"Deutonymph",0.302,0.250936462245841,77.6,-0.023388720922,0.023388720922,46.7417398420157
"63","2022-06-23",9,6,264,"Deutonymph",0.342,0.250936462245841,70,-0.029235678568,0.029235678568,44.8555743598466
"64","2022-06-23",9,8,4,"Female",1.425,0.250936462245841,72.8,-0.029799582993,0.029799582993,45.343338171295
"65","2022-06-23",9,9,228,"Tritonymph",0.569,0.250936462245841,80.4,-0.022131623715,0.022131623715,47.3134786416845
"66","2022-06-23",10,1,48,"Deutonymph",0.451,0.251633793808337,74,-0.019089118731,0.019089118731,46.084117531667
"67","2022-06-23",10,2,158,"Female",1.178,0.251633793808337,68.6,-0.02690387966,0.02690387966,44.2339413301638
"68","2022-06-23",10,3,79,"Female",1.781,0.251633793808337,68.8,-0.033540737063,0.033540737063,44.2339413301638
"69","2022-06-23",10,4,145,"Male",0.929,0.251633793808337,73.8,-0.030546262113,0.030546262113,45.9417962853976
"70","2022-06-23",10,5,57,"Tritonymph",0.866,0.251633793808337,67.8,-0.024939335001,0.024939335001,44.1447860666961
"71","2022-06-23",10,6,251,"Male",0.941,0.251633793808337,59.8,-0.028056442343,0.028056442343,42.1441092369538
"72","2022-06-23",10,7,248,"Male",0.864,0.251633793808337,70.4,-0.026826981492,0.026826981492,45.0859602853211
"73","2022-06-23",10,8,314,"Deutonymph",0.188,0.251633793808337,104.4,-0.020995250919,0.020995250919,53.1104792895423
"74","2022-06-23",10,9,212,"Female",1.582,0.251633793808337,64.2,-0.028607845951,0.028607845951,43.2166988592223
"75","2022-06-23",10,10,179,"Tritonymph",0.653,0.251633793808337,68,-0.029312549359,0.029312549359,44.1447860666961
"76","2022-06-23",11,10,141,"Female",1.853,0.253077945272034,47.8,-0.032947765488,0.032947765488,38.9863225045915
"77","2022-06-23",11,1,272,"Tritonymph",0.675,0.253077945272034,77,-0.024642243323,0.024642243323,46.6910276738047
"78","2022-06-23",11,2,305,"Deutonymph",0.312,0.253077945272034,77.8,-0.022259003873,0.022259003873,46.937227071087
"79","2022-06-23",11,3,326,"Deutonymph",0.283,0.253077945272034,67,-0.023891259304,0.023891259304,44.0226406292848
"80","2022-06-23",11,4,224,"Female",1.785,0.253077945272034,70.2,-0.038197480274,0.038197480274,45.0281593194033
"81","2022-06-23",11,5,173,"Tritonymph",0.566,0.253077945272034,47.8,-0.026797224189,0.026797224189,38.9863225045915
"82","2022-06-23",11,6,214,"Deutonymph",0.184,0.253077945272034,73.6,-0.026346272786,0.026346272786,45.9248922293272
"83","2022-06-23",11,8,113,"Male",1.046,0.253077945272034,72.4,-0.038935002937,0.038935002937,45.7332220451751
"84","2022-06-23",11,9,329,"Tritonymph",0.591,0.253077945272034,73.2,-0.026546769774,0.026546769774,45.9248922293272
"85","2022-06-23",12,10,339,"Deutonymph",0.314,0.248896279582431,72.2,-0.027616595809,0.027616595809,45.3676036711379
"86","2022-06-23",12,1,256,"Female",1.45,0.248896279582431,64,-0.031686209349,0.031686209349,42.9928564393233
"87","2022-06-23",12,2,341,"Tritonymph",0.79,0.248896279582431,68,-0.027561758864,0.027561758864,43.9899231014067
"88","2022-06-23",12,3,18,"Male",1.23,0.248896279582431,66.8,-0.030802686112,0.030802686112,44.0062818653457
"89","2022-06-23",12,5,50,"Male",1.229,0.248896279582431,72.8,-0.028352698924,0.028352698924,45.3676036711379
"90","2022-06-23",12,6,201,"Female",1.49,0.248896279582431,65.8,-0.023501099749,0.023501099749,43.9092198659742
"91","2022-06-23",12,7,211,"Female",1.5,0.248896279582431,68.2,-0.033291657907,0.033291657907,43.9899231014067
"92","2022-06-23",12,8,317,"Tritonymph",0.905,0.248896279582431,70.2,-0.023295756812,0.023295756812,44.8716604777199
"93","2022-06-23",12,9,335,"Deutonymph",0.268,0.248896279582431,70,-0.020952119171,0.020952119171,44.8716604777199
"94","2022-06-24",13,1,296,"Deutonymph",0.272,0.25112499677576,71.2,-0.022325181828,0.022325181828,45.0608768472813
"95","2022-06-24",13,2,263,"Tritonymph",0.764,0.25112499677576,69.8,-0.023357230316,0.023357230316,44.3972563234883
"96","2022-06-24",13,3,156,"Male",0.656,0.25112499677576,73,-0.032185729715,0.032185729715,45.4174979011519
"97","2022-06-24",13,4,73,"Male",1.18,0.25112499677576,71,-0.040347564929,0.040347564929,45.0608768472813
"98","2022-06-24",13,5,171,"Deutonymph",0.361,0.25112499677576,105,-0.024684173189,0.024684173189,53.3970303045408
"99","2022-06-24",13,6,2,"Tritonymph",0.767,0.25112499677576,62.8,-0.028273192967,0.028273192967,43.0806484724627
"100","2022-06-24",13,7,247,"Female",1.256,0.25112499677576,69.4,-0.033669473281,0.033669473281,44.3972563234883
"101","2022-06-24",13,8,233,"Female",1.693,0.25112499677576,68,-0.030558322426,0.030558322426,44.062992247001
"102","2022-06-24",13,9,28,"Tritonymph",0.866,0.25112499677576,70.2,-0.030905421599,0.030905421599,44.9951691454595
"103","2022-06-21",2,8,22,"Deutonymph",0.339,0.219514593828808,88.4,-0.017163889988,0.017163889988,45.6939610117214
"104","2022-06-23",12,4,83,"Male",1.015,0.248896279582431,62.8,-0.025848290973,0.025848290973,42.9846770573538
"105","2022-06-22",4,6,131,"Tritonymph",0.509,0.259586366648534,55,-0.021851380023,0.021851380023,41.9867924570736
"106","2022-06-21",2,4,136,"Deutonymph",0.33,0.219514593828808,30,-0.015887061333,0.015887061333,32.7236423766029
"107","2022-06-22",5,9,159,"Deutonymph",0.278,0.255547036297303,64.4,-0.018602197824,0.018602197824,43.8208825407035
"108","2022-06-21",2,5,168,"Male",1.219,0.219514593828808,104.2,-0.024023861251,0.024023861251,49.0916762818561
"109","2022-06-22",6,10,267,"Deutonymph",0.221,0.246093925561829,71.4,-0.017050822292,0.017050822292,42.9448707317689
"110","2022-06-23",8,4,270,"Deutonymph",0.325,0.250920031202867,86.4,-0.028273295309,0.028273295309,49.0273318103626
