,date,trial,channel,ind,stage,weight,ramp,logtime,ropt1,ropt2,tempcorr
40,6/22/2022,6,4,287,Tritonymph,0.583,0.246093926,71,-0.02442623,0.02442623,42.94487073
41,6/22/2022,6,5,218,Tritonymph,0.715,0.246093926,83.2,-0.02460043,0.02460043,45.91698549
42,6/22/2022,6,6,238,Male,0.794,0.246093926,74.8,-0.02344149,0.02344149,43.99810248
43,6/22/2022,6,7,165,Protonymph,0.142,0.246093926,105,-0.02113159,0.02113159,51.76633419
44,6/22/2022,6,8,298,Protonymph,0.201,0.246093926,68.8,-0.02075574,0.02075574,42.55553215
45,6/22/2022,6,9,66,Female,2.208,0.246093926,76.2,-0.0275705,0.0275705,43.98201637
46,6/22/2022,7,2,216,Male,1.126,0.2570457,57.8,-0.02550973,0.02550973,41.98651981
47,6/22/2022,7,4,237,Female,1.345,0.2570457,63.4,-0.03064655,0.03064655,43.57059345
48,6/22/2022,7,5,175,Protonymph,0.213,0.2570457,59,-0.02368899,0.02368899,42.5558048
49,6/22/2022,7,6,246,Female,1.937,0.2570457,61,-0.02840028,0.02840028,43.00076318
50,6/22/2022,7,7,232,Tritonymph,0.748,0.2570457,60,-0.02688383,0.02688383,42.5558048
51,6/22/2022,7,8,269,Tritonymph,0.622,0.2570457,65,-0.02148979,0.02148979,43.92530598
52,6/22/2022,7,9,43,Protonymph,0.139,0.2570457,98.4,-0.02842706,0.02842706,52.42013945
53,6/22/2022,7,10,274,Deutonymph,0.324,0.2570457,58.2,-0.02385953,0.02385953,42.03396023
54,6/23/2022,8,1,301,Protonymph,0.176,0.250920031,98.8,-0.01786419,0.01786419,51.94519
55,6/23/2022,8,2,107,Male,0.648,0.250920031,68.2,-0.02325617,0.02325617,44.34081859
56,6/23/2022,8,3,54,Tritonymph,0.858,0.250920031,64.6,-0.03656607,0.03656607,43.40209818
57,6/23/2022,8,4,270,Deutonymph,0.325,0.250920031,80.8,-0.02636964,0.02636964,47.31402393
58,6/23/2022,8,5,85,Female,1.863,0.250920031,60.6,-0.0303089,0.0303089,42.45301723
59,6/23/2022,8,6,36,Protonymph,0.146,0.250920031,97,-0.0220784,0.0220784,51.08526431
60,6/23/2022,8,7,112,Female,1.522,0.250920031,62.8,-0.03383466,0.03383466,42.77937457
61,6/23/2022,8,8,138,Deutonymph,0.329,0.250920031,62.8,-0.02420389,0.02420389,42.77937457
62,6/23/2022,8,9,80,Male,1.199,0.250920031,68.8,-0.02756004,0.02756004,44.38962223
63,6/23/2022,8,10,345,Tritonymph,0.863,0.250920031,55,-0.02291766,0.02291766,40.5873002
64,6/23/2022,9,10,7,Male,0.983,0.250936462,68.2,-0.03069277,0.03069277,44.39752897
65,6/23/2022,9,1,242,Female,1.775,0.250936462,65.2,-0.03192461,0.03192461,43.86914089
66,6/23/2022,9,2,35,Protonymph,0.185,0.250936462,100.8,-0.01408385,0.01408385,52.2712747
67,6/23/2022,9,3,146,Male,1.118,0.250936462,68,-0.02825545,0.02825545,43.92530598
68,6/23/2022,9,4,153,Tritonymph,0.551,0.250936462,67,-0.03490186,0.03490186,43.92557863
69,6/23/2022,9,5,334,Deutonymph,0.302,0.250936462,65.8,-0.02263658,0.02263658,43.86914089
70,6/23/2022,9,6,264,Deutonymph,0.342,0.250936462,65.4,-0.02915699,0.02915699,43.86914089
71,6/23/2022,9,8,4,Female,1.425,0.250936462,65.6,-0.0309134,0.0309134,43.86914089
72,6/23/2022,9,9,228,Tritonymph,0.569,0.250936462,70,-0.02017829,0.02017829,44.89674392
73,6/23/2022,10,1,48,Deutonymph,0.451,0.251633794,90.2,-0.01842247,0.01842247,50.04021194
74,6/23/2022,10,2,158,Female,1.178,0.251633794,65.2,-0.02467126,0.02467126,43.95775087
75,6/23/2022,10,3,79,Female,1.781,0.251633794,65.6,-0.03287566,0.03287566,43.95775087
76,6/23/2022,10,4,145,Male,0.929,0.251633794,72,-0.02893979,0.02893979,45.11077108
77,6/23/2022,10,5,57,Tritonymph,0.866,0.251633794,73.6,-0.02315463,0.02315463,45.94179629
78,6/23/2022,10,6,251,Male,0.941,0.251633794,49.2,-0.02444283,0.02444283,39.78190372
79,6/23/2022,10,7,248,Male,0.864,0.251633794,65.2,-0.02468635,0.02468635,43.95775087
80,6/23/2022,10,8,314,Deutonymph,0.188,0.251633794,94.2,-0.01924411,0.01924411,51.11116569
81,6/23/2022,10,9,212,Female,1.582,0.251633794,65.6,-0.02818064,0.02818064,43.95775087
82,6/23/2022,10,10,179,Tritonymph,0.653,0.251633794,67,-0.02666658,0.02666658,44.1284273
83,6/23/2022,11,10,141,Female,1.853,0.253077945,57.4,-0.03238293,0.03238293,42.01024002
84,6/23/2022,11,1,272,Tritonymph,0.675,0.253077945,72.2,-0.02310693,0.02310693,45.05297011
85,6/23/2022,11,2,305,Deutonymph,0.312,0.253077945,70.8,-0.02003126,0.02003126,45.0777809
86,6/23/2022,11,3,326,Deutonymph,0.283,0.253077945,61,-0.02313409,0.02313409,42.78564543
87,6/23/2022,11,4,224,Female,1.785,0.253077945,64.6,-0.03859882,0.03859882,43.76362687
88,6/23/2022,11,5,173,Tritonymph,0.566,0.253077945,54.2,-0.02406879,0.02406879,40.95673562
89,6/23/2022,11,6,214,Deutonymph,0.184,0.253077945,62.8,-0.02553817,0.02553817,43.01657665
90,6/23/2022,11,8,113,Male,1.046,0.253077945,66.2,-0.03566399,0.03566399,44.02264063
91,6/23/2022,11,9,329,Tritonymph,0.591,0.253077945,66.4,-0.02524857,0.02524857,44.02264063
92,6/23/2022,12,10,339,Deutonymph,0.314,0.24889628,72.2,-0.02515732,0.02515732,45.36760367
93,6/23/2022,12,1,256,Female,1.45,0.24889628,64.6,-0.02946121,0.02946121,43.35356718
94,6/23/2022,12,2,341,Tritonymph,0.79,0.24889628,68.6,-0.02582056,0.02582056,44.34845268
95,6/23/2022,12,3,18,Male,1.23,0.24889628,65.8,-0.02876813,0.02876813,43.90921987
96,6/23/2022,12,4,83,Male,1.015,0.24889628,58.6,-0.02628468,0.02628468,42.08085535
97,6/23/2022,12,5,50,Male,1.229,0.24889628,71.4,-0.0259615,0.0259615,44.9049233
98,6/23/2022,12,6,201,Female,1.49,0.24889628,61.8,-0.0213886,0.0213886,42.86498543
99,6/23/2022,12,7,211,Female,1.5,0.24889628,67.2,-0.03098707,0.03098707,44.00628187
100,6/23/2022,12,8,317,Tritonymph,0.905,0.24889628,71.2,-0.02209818,0.02209818,44.9049233
101,6/23/2022,12,9,335,Deutonymph,0.268,0.24889628,70.6,-0.01839584,0.01839584,44.9049233
102,6/24/2022,13,1,296,Deutonymph,0.272,0.251124997,65.4,-0.01879112,0.01879112,43.38573942
103,6/24/2022,13,2,263,Tritonymph,0.764,0.251124997,82.8,-0.02048269,0.02048269,47.98473326
104,6/24/2022,13,3,156,Male,0.656,0.251124997,71.2,-0.02815848,0.02815848,45.06087685
105,6/24/2022,13,4,73,Male,1.18,0.251124997,67.8,-0.03518634,0.03518634,44.06299225
106,6/24/2022,13,5,171,Deutonymph,0.361,0.251124997,99.8,-0.02371013,0.02371013,51.99862863
107,6/24/2022,13,6,2,Tritonymph,0.767,0.251124997,51.2,-0.02773633,0.02773633,39.97275597
108,6/24/2022,13,7,247,Female,1.256,0.251124997,64,-0.0287108,0.0287108,43.09673459
109,6/24/2022,13,8,233,Female,1.693,0.251124997,64.6,-0.02842505,0.02842505,43.09673459
110,6/24/2022,13,9,28,Tritonymph,0.866,0.251124997,67.6,-0.02567608,0.02567608,44.04690613
